管理番号,登録年月日,設計書コード,実施年度,管轄土木事務所,管轄事務所コード,ボーリング業者,市町村,市町村コード,大字,ボーリング名,完了,ボーリング連番,採取日,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,測地系,孔口標高（m）,掘進長（m）,柱状図区分,関連ファイル名,緯度(10進),経度(10進),市町村(逆ジオコード),区域(逆ジオコード)
12101008303,2009/11/9,121010083,平成21年度,栃木県宇都宮土木事務所,1,須田地下工機株式会社,,9201,,B-3(左岸),2009/11/2,3,2009/10/19,36,32,4.2,139,49,44.1,世界測地系,104.98,10.45,土質,12101008303.pdf,36.534528,139.829111,鹿沼市,深津
12101008304,2009/11/9,121010083,平成21年度,栃木県宇都宮土木事務所,1,須田地下工機株式会社,,9201,,B-4(右岸),2009/11/2,4,2009/10/14,36,32,4.3,139,49,44.8,世界測地系,77.07,8,土質,12101008304.pdf,36.468956,139.89235,上三川町,石田
12101017101,2010/1/26,121010171,平成21年度,栃木県宇都宮土木事務所,1,株式会社中央土木工学研究所,,9201,,B-1(測点No.62+100m右岸),2009/12/24,1,2009/12/8,36,28,8.24,139,53,32.46,世界測地系,77.43,8,土質,12101017101.pdf,36.470258,139.893311,上三川町,石田
12101017102,2010/1/26,121010171,平成21年度,栃木県宇都宮土木事務所,1,株式会社中央土木工学研究所,,9201,,B-2(測点No.63+50m左岸),2009/12/24,2,2009/11/19,36,28,12.93,139,53,35.92,世界測地系,80.96,7,土質,12101017102.pdf,36.480547,139.890428,宇都宮市,御田長島町
12101017103,2010/1/26,121010171,平成21年度,栃木県宇都宮土木事務所,1,株式会社中央土木工学研究所,,9201,,B-3(測点No.69右岸),2009/12/24,3,2009/11/17,36,28,49.97,139,53,25.54,世界測地系,81.73,7,土質,12101017103.pdf,36.482644,139.890394,宇都宮市,下横田町
12101017104,2010/1/26,121010171,平成21年度,栃木県宇都宮土木事務所,1,株式会社中央土木工学研究所,,9201,,B-4(測点No.70+50m左岸),2009/12/24,4,2009/12/10,36,28,57.52,139,53,25.42,世界測地系,199.33,11.15,土質,12101017104.pdf,36.667222,139.877222,宇都宮市,高松町
12101026601,2010/2/4,121010266,平成21年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,高松,NO.B-1,2009/12/11,1,2009/11/2,36,40,2,139,52,38,世界測地系,198.94,11.23,土質,12101026601.pdf,36.667222,139.877778,宇都宮市,高松町
12101026602,2010/2/4,121010266,平成21年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,高松,NO.B-2,2009/12/11,2,2009/11/6,36,40,2,139,52,40,世界測地系,198.84,12.32,土質,12101026602.pdf,36.6675,139.879167,宇都宮市,高松町
12101026603,2010/2/4,121010266,平成21年度,栃木県宇都宮土木事務所,1,福原地質基礎株式会社,,9201,高松,NO.B-3,2009/12/11,3,2009/11/10,36,40,3,139,52,45,世界測地系,112.99,23.38,土質,12101026603.pdf,36.527517,139.984294,宇都宮市,氷室町
12101040301,2010/3/16,121010403,平成21年度,栃木県宇都宮土木事務所,1,パスキン工業株式会社,,9201,,H22B-1(A1橋台)　No.131+15.0m,2010/3/10,1,2010/2/10,36,31,39.06,139,59,3.46,世界測地系,113.28,23.3,土質,12101040301.pdf,36.527994,139.984586,宇都宮市,氷室町
12101040302,2010/3/16,121010403,平成21年度,栃木県宇都宮土木事務所,1,パスキン工業株式会社,,9201,,H22B-2(A2橋台)No.134+15.0m,2010/3/10,2,2010/2/17,36,31,40.78,139,59,4.51,世界測地系,309.39,5.03,土質,12101040302.pdf,36.5875,139.567222,鹿沼市,
12102007302,2009/10/20,121020073,平成21年度,栃木県鹿沼土木事務所,2,有限会社菅沼ボーリング,,9205,上五月,"B-2(NO.47+10,R11.6)",2009/9/18,2,2009/7/29,36,35,15,139,34,2,世界測地系,254.64,5,岩盤,12102007302.pdf,36.598081,139.667081,鹿沼市,
12102008401,2009/8/12,121020084,平成21年度,栃木県鹿沼土木事務所,2,株式会社中央土木工学研究所,,9205,下久我,B-1,2009/7/30,1,2009/7/8,36,35,53.09,139,40,1.49,世界測地系,267.37,9,岩盤,12102008401.pdf,36.597983,139.667169,鹿沼市,
12102008402,2009/8/12,121020084,平成21年度,栃木県鹿沼土木事務所,2,株式会社中央土木工学研究所,,9205,下久我,B-2,2009/7/30,2,2009/7/13,36,35,52.74,139,40,1.81,世界測地系,204.68,5,岩盤,12102008402.pdf,36.622167,139.7085,鹿沼市,
12102011401,2009/11/9,121020114,平成21年度,栃木県鹿沼土木事務所,2,須田地下工機株式会社,,9205,板荷,B-1,2009/9/25,1,2009/9/9,36,37,19.8,139,42,30.6,世界測地系,204.19,6,岩盤,12102011401.pdf,36.622333,139.708667,鹿沼市,
12102011402,2009/11/9,121020114,平成21年度,栃木県鹿沼土木事務所,2,須田地下工機株式会社,,9205,板荷,B-2,2009/9/25,2,2009/9/4,36,37,20.4,139,42,31.2,世界測地系,204.9,8,岩盤,12102011402.pdf,36.621611,139.709444,鹿沼市,
12102011403,2009/11/9,121020114,平成21年度,栃木県鹿沼土木事務所,2,須田地下工機株式会社,,9205,板荷,B-3,2009/9/25,3,2009/8/31,36,37,17.8,139,42,34,世界測地系,206.02,8,岩盤,12102011403.pdf,36.611583,139.699639,鹿沼市,板荷
12102011404,2009/11/9,121020114,平成21年度,栃木県鹿沼土木事務所,2,須田地下工機株式会社,,9205,板荷,B-4,2009/9/25,4,2009/8/25,36,36,41.7,139,41,58.7,世界測地系,136.55,9.2,岩盤,12102011404.pdf,36.537278,139.686411,鹿沼市,西沢町
12102013801,2009/10/8,121020138,平成21年度,栃木県鹿沼土木事務所,2,株式会社アーステック,,9205,,B-1,2009/10/5,1,2009/9/15,36,32,14.2,139,41,11.08,世界測地系,136.74,11.15,土質,12102013801.pdf,36.537306,139.686283,鹿沼市,西沢町
12102013802,2009/10/8,121020138,平成21年度,栃木県鹿沼土木事務所,2,株式会社アーステック,,9205,,B-2,2009/10/5,2,2009/9/18,36,32,14.3,139,41,10.62,世界測地系,302.02,9.27,土質,12102013802.pdf,36.627778,139.627222,鹿沼市,
12102024901,2010/1/20,121020249,平成21年度,栃木県鹿沼土木事務所,2,福原地質基礎株式会社,,9205,大久保,No.B-1(右岸),2010/1/13,1,2010/1/13,36,37,40,139,37,38,世界測地系,302.49,10.32,土質,12102024901.pdf,36.627778,139.6275,鹿沼市,
12102024902,2010/1/20,121020249,平成21年度,栃木県鹿沼土木事務所,2,福原地質基礎株式会社,,9205,大久保,No.B-2(左岸),2010/1/13,2,2010/1/13,36,37,40,139,37,39,世界測地系,191.32,5.09,土質,12102024902.pdf,36.610167,139.712944,鹿沼市,下遠部
12102030601,2010/4/19,121020306,平成21年度,栃木県鹿沼土木事務所,2,須田地下工機株式会社,,9205,板荷,No.1,2010/3/25,1,2010/2/25,36,36,36.6,139,42,46.6,世界測地系,190.31,5.07,土質,12102030601.pdf,36.610083,139.712806,鹿沼市,下遠部
12102030602,2010/4/19,121020306,平成21年度,栃木県鹿沼土木事務所,2,須田地下工機株式会社,,9205,板荷,No.2,2010/3/25,2,2010/3/4,36,36,36.3,139,42,46.1,世界測地系,687.31,4.01,土質,12102030602.pdf,36.615867,139.546892,鹿沼市,
12102034801,2010/4/15,121020348,平成21年度,栃木県鹿沼土木事務所,2,パスキン工業株式会社,,9205,蛇塚橋,B-1(橋梁左岸側),2010/3/25,1,2010/2/26,36,36,57.12,139,32,48.81,世界測地系,686.71,4.02,土質,12102034801.pdf,36.615822,139.5469,鹿沼市,
12102034802,2010/4/15,121020348,平成21年度,栃木県鹿沼土木事務所,2,パスキン工業株式会社,,9205,蛇塚橋,B-2(橋梁右岸側),2010/3/25,2,2010/3/1,36,36,56.96,139,32,48.84,世界測地系,100.24,5.1,土質,12102034802.pdf,36.969167,139.5075,日光市,
12103005501,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-1(A203),2009/9/3,1,2009/7/9,36,58,9,139,30,27,世界測地系,89.71,5.02,岩盤,12103005501.pdf,36.969167,139.507778,日光市,
12103005502,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-2(A203),2009/9/3,2,2009/7/15,36,58,9,139,30,28,世界測地系,98.19,6.1,岩盤,12103005502.pdf,36.915278,139.54,日光市,
12103005503,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-3(G201),2009/9/3,3,2009/7/22,36,54,55,139,32,24,世界測地系,89.54,6.04,岩盤,12103005503.pdf,36.915278,139.54,日光市,
12103005504,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-4(G201),2009/9/3,4,2009/7/16,36,54,55,139,32,24,世界測地系,102.54,5.45,岩盤,12103005504.pdf,36.917222,139.533889,日光市,
12103005505,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-5(G202),2009/9/3,5,2009/7/10,36,55,2,139,32,2,世界測地系,98.19,5.45,岩盤,12103005505.pdf,36.917222,139.533889,日光市,
12103005506,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-6(G202),2009/9/3,6,2009/7/11,36,55,2,139,32,2,世界測地系,103.53,16,岩盤,12103005506.pdf,36.965278,139.516389,日光市,
12103005507,2009/9/14,121030055,平成21年度,栃木県日光土木事務所,3,株式会社アーステック,,9206,湯西川,No.B-7（G204),2009/9/3,7,2009/7/8,36,57,55,139,30,59,世界測地系,713.21,13,岩盤,12103005507.pdf,36.968453,139.613,日光市,
12103005601,2009/12/14,121030056,平成21年度,栃木県日光土木事務所,3,株式会社中央土木工学研究所,,9206,湯西川,B-1,2009/11/30,1,2009/11/10,36,58,6.43,139,36,46.8,世界測地系,333.61,12.35,土質,12103005601.pdf,36.700556,139.717222,日光市,土沢
12103032101,2010/3/1,121030321,平成21年度,栃木県日光土木事務所,3,芙蓉地質株式会社,,9206,土沢,No.1,2010/2/22,1,2010/1/12,36,42,2,139,43,2,世界測地系,330.01,21.32,土質,12103032101.pdf,36.700278,139.717222,日光市,土沢
12103032102,2010/3/1,121030321,平成21年度,栃木県日光土木事務所,3,芙蓉地質株式会社,,9206,土沢,No.2,2010/2/22,2,2009/12/28,36,42,1,139,43,2,世界測地系,330.05,21.03,土質,12103032102.pdf,36.700278,139.717222,日光市,土沢
12103032103,2010/3/1,121030321,平成21年度,栃木県日光土木事務所,3,芙蓉地質株式会社,,9206,土沢,No.3,2010/2/22,3,2009/12/23,36,42,1,139,43,2,世界測地系,375.98,9.06,土質,12103032103.pdf,36.709855,139.676311,日光市,平ケ崎
12103033201,2010/3/25,121030332,平成21年度,栃木県日光土木事務所,3,第一測工株式会社,,9207,平ヶ崎,No.1,2010/3/7,1,2010/1/8,36,42,35.477,139,40,34.718,世界測地系,386.65,9.05,土質,12103033201.pdf,36.709807,139.677325,日光市,平ケ崎
12103033202,2010/3/25,121030332,平成21年度,栃木県日光土木事務所,3,第一測工株式会社,,9207,平ヶ崎,No.2,2010/3/7,2,2010/2/23,36,42,35.304,139,40,38.369,世界測地系,1050.52,12.31,土質,12103033202.pdf,36.745,139.514444,日光市,中宮祠
12103034001,2010/2/15,121030340,平成21年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,細尾,NO.B-1,2010/3/10,1,2010/3/10,36,44,42,139,30,52,世界測地系,1038.19,11.05,土質,12103034001.pdf,36.745,139.514444,日光市,中宮祠
12103034002,2010/2/15,121030340,平成21年度,栃木県日光土木事務所,3,福原地質基礎株式会社,,9206,細尾,NO.B-2,2010/3/10,2,2010/3/10,36,44,42,139,30,52,世界測地系,118.08,6.02,土質,12103034002.pdf,36.814789,139.588644,日光市,
12103039601,2010/3/16,121030396,平成21年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,所野,BV-1,2010/3/10,1,2010/2/10,36,48,53.24,139,35,19.12,世界測地系,98.4,8.02,土質,12103039601.pdf,36.794358,139.596158,日光市,所野
12103039602,2010/3/16,121030396,平成21年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,所野,BV-2,2010/3/10,2,2010/1/23,36,47,39.69,139,35,46.17,世界測地系,86.81,5.26,土質,12103039602.pdf,36.794311,139.596108,日光市,所野
12103039603,2010/3/16,121030396,平成21年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,所野,BV-3,2010/3/10,3,2010/1/23,36,47,39.52,139,35,45.99,世界測地系,88,8.02,土質,12103039603.pdf,36.792497,139.600831,日光市,所野
12103039604,2010/3/16,121030396,平成21年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,所野,BV-4,2010/3/10,4,2010/1/29,36,47,32.99,139,36,2.99,世界測地系,83.02,6.02,土質,12103039604.pdf,36.792558,139.600861,日光市,所野
12103039605,2010/3/16,121030396,平成21年度,栃木県日光土木事務所,3,パスキン工業株式会社,,9206,所野,BV-5,2010/3/10,5,2010/1/29,36,47,33.21,139,36,3.1,世界測地系,42.89,9.45,土質,12103039605.pdf,36.337778,139.825556,小山市,喜沢
12105012901,2009/9/14,121050129,平成21年度,栃木県栃木土木事務所,5,第一測工株式会社,,9208,出井,No.B-1,2009/8/25,1,2009/7/3,36,20,16,139,49,32,世界測地系,43.58,15.45,土質,12105012901.pdf,36.338889,139.828611,小山市,出井
12105012902,2009/9/14,121050129,平成21年度,栃木県栃木土木事務所,5,第一測工株式会社,,9208,出井,No.B-2,2009/8/25,2,2009/7/7,36,20,20,139,49,43,世界測地系,42.99,9.45,土質,12105012902.pdf,36.338611,139.831389,小山市,出井
12105012903,2009/9/14,121050129,平成21年度,栃木県栃木土木事務所,5,第一測工株式会社,,9208,出井,No.B-3,2009/8/25,3,2009/7/11,36,20,19,139,49,53,世界測地系,41,7.45,土質,12105012903.pdf,36.338889,139.834444,小山市,出井
12105012904,2009/9/14,121050129,平成21年度,栃木県栃木土木事務所,5,第一測工株式会社,,9208,出井,No.B-4,2009/8/25,4,2009/7/10,36,20,20,139,50,4,世界測地系,40.25,8.45,土質,12105012904.pdf,36.338611,139.837222,小山市,出井
12105012905,2009/9/14,121050129,平成21年度,栃木県栃木土木事務所,5,第一測工株式会社,,9208,出井,No.B-5,2009/8/25,5,2009/7/8,36,20,19,139,50,14,世界測地系,83.72,10.53,土質,12105012905.pdf,36.467944,139.815028,壬生町,国谷
12105014601,2009/9/8,121050146,平成21年度,栃木県栃木土木事務所,5,有限会社菅沼ボーリング,,9361,助谷,B-1,2009/8/27,1,2009/7/14,36,28,4.6,139,48,54.1,世界測地系,82.5,10.48,土質,12105014601.pdf,36.467667,139.808222,壬生町,国谷
12105014602,2009/9/8,121050146,平成21年度,栃木県栃木土木事務所,5,有限会社菅沼ボーリング,,9361,助谷,B-2,2009/8/27,2,2009/7/10,36,28,3.6,139,48,29.6,世界測地系,38.66,20.43,土質,12105014602.pdf,36.354556,139.716,栃木市,大平町川連
12105021201,2009/9/30,121050212,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9365,川連,B-No.3(staNo.11+17m),2009/9/18,1,2009/8/12,36,21,16.4,139,42,57.6,世界測地系,21.69,13.45,土質,12105021201.pdf,36.294722,139.769167,小山市,塩沢
12105027901,2009/11/9,121050279,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,粟の宮,BL-1(4.5k+80m川表),2009/10/26,1,2009/9/25,36,17,41,139,46,9,世界測地系,24.4,15.45,土質,12105027901.pdf,36.294722,139.769167,小山市,塩沢
12105027902,2009/11/9,121050279,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,粟の宮,BL-2(4.5k+80m天端),2009/10/26,2,2009/9/16,36,17,41,139,46,9,世界測地系,23.18,14.45,土質,12105027902.pdf,36.294722,139.769167,小山市,塩沢
12105027903,2009/11/9,121050279,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,粟の宮,BL-3(4.5k+80m川裏),2009/10/26,3,2009/9/16,36,17,41,139,46,9,世界測地系,22.04,6.45,土質,12105027903.pdf,36.260556,139.745,小山市,乙女
12105027904,2009/11/9,121050279,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,粟の宮,BL-4(0.25k川表),2009/10/26,4,2009/9/29,36,15,38,139,44,42,世界測地系,21.37,5.45,土質,12105027904.pdf,36.260556,139.745278,小山市,乙女
12105027905,2009/11/9,121050279,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,粟の宮,BL-5(0.25k川裏),2009/10/26,5,2009/10/1,36,15,38,139,44,43,世界測地系,25.4,16.45,土質,12105027905.pdf,36.308333,139.777778,小山市,萩島
12105041301,2010/2/24,121050413,平成21年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9208,粟の宮,BR-1(6.25k+65m右岸),2009/12/25,1,2009/11/27,36,18,30,139,46,40,世界測地系,26.5,18.45,土質,12105041301.pdf,36.308333,139.777778,小山市,萩島
12105041302,2010/2/24,121050413,平成21年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9208,粟の宮,BR-2(6.25k+65m右岸),2009/12/25,2,2009/11/18,36,18,30,139,46,40,世界測地系,24.61,15.45,土質,12105041302.pdf,36.308333,139.777778,小山市,萩島
12105041303,2010/2/24,121050413,平成21年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9208,粟の宮,BR-3(6.25k+65m右岸),2009/12/25,3,2009/11/21,36,18,30,139,46,40,世界測地系,28.27,13.45,土質,12105041303.pdf,36.321667,139.796389,小山市,稲葉郷
12105041304,2010/2/24,121050413,平成21年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9208,粟の宮,BR-4(8.75k-33m右岸),2009/12/25,4,2009/12/3,36,19,18,139,47,47,世界測地系,29.99,15.45,土質,12105041304.pdf,36.321667,139.796389,小山市,稲葉郷
12105041305,2010/2/24,121050413,平成21年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9208,粟の宮,BR-5(8.75k-33m右岸),2009/12/25,5,2009/12/1,36,19,18,139,47,47,世界測地系,27.95,13.45,土質,12105041305.pdf,36.321667,139.796667,小山市,稲葉郷
12105041306,2010/2/24,121050413,平成21年度,栃木県栃木土木事務所,5,福原地質基礎株式会社,,9208,粟の宮,BR-6(8.75k-33m右岸),2009/12/25,6,2009/12/5,36,19,18,139,47,48,世界測地系,22.39,27.3,土質,12105041306.pdf,36.305,139.736667,小山市,下泉
12105060001,2010/4/19,121050600,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,押切,BL,2010/3/25,1,2010/2/24,36,18,18,139,44,12,世界測地系,18.67,23.4,土質,12105060001.pdf,36.305,139.736389,小山市,下泉
12105060002,2010/4/19,121050600,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,押切,BC,2010/3/25,2,2010/3/8,36,18,18,139,44,11,世界測地系,22.82,27.39,土質,12105060002.pdf,36.305,139.736111,小山市,下泉
12105060003,2010/4/19,121050600,平成21年度,栃木県栃木土木事務所,5,芙蓉地質株式会社,,9208,押切,BR,2010/3/25,3,2010/2/18,36,18,18,139,44,10,世界測地系,155.09,26.25,土質,12105060003.pdf,36.618653,139.979583,高根沢町,宝積寺
12106014701,2010/2/4,121060147,平成21年度,栃木県矢板土木事務所,6,福原地質基礎株式会社,,9386,宝積寺,NO.BV-1,2009/12/15,1,2009/10/16,36,37,7.15,139,58,46.5,世界測地系,154.15,25.43,土質,12106014701.pdf,36.618417,139.979333,高根沢町,宝積寺
12106014702,2010/2/4,121060147,平成21年度,栃木県矢板土木事務所,6,福原地質基礎株式会社,,9386,宝積寺,NO.BV-2,2009/12/15,2,2009/10/21,36,37,6.3,139,58,45.6,世界測地系,256.65,6.45,土質,12106014702.pdf,36.791111,139.881667,矢板市,倉掛
